po_id,supplier_id,material_id,quantity,unit_cost,total_cost,order_date,expected_delivery,actual_delivery,status
PO-0423,SUP-003,MAT-008,161,30.5,4910.5,2024-11-14,2024-11-25,2024-11-26,delivered
PO-0147,SUP-001,MAT-004,290,43.19,12525.1,2024-11-14,2024-11-28,2024-11-28,delivered
PO-0896,SUP-007,MAT-020,249,22.55,5614.95,2024-11-14,2024-11-22,2024-11-25,delivered
PO-0844,SUP-006,MAT-018,54,57.54,3107.16,2024-11-14,2024-12-02,2024-12-03,delivered
PO-0940,SUP-007,MAT-022,116,18.31,2123.96,2024-11-18,2024-11-26,2024-11-27,delivered
PO-0236,SUP-002,MAT-006,66,79.25,5230.5,2024-11-18,2024-12-09,2024-12-10,delivered
PO-0207,SUP-002,MAT-006,78,78.38,6113.64,2024-11-18,2024-12-09,2024-12-09,delivered
PO-0578,SUP-004,MAT-012,53,220.35,11678.55,2024-11-18,2024-11-25,2024-11-26,delivered
PO-0947,SUP-007,MAT-022,138,17.59,2427.42,2024-11-19,2024-11-27,2024-11-28,delivered
PO-0076,SUP-001,MAT-003,28,487.41,13647.48,2024-11-19,2024-12-03,2024-12-04,delivered
PO-1100,SUP-008,MAT-024,157,14.27,2240.39,2024-11-19,2024-11-25,2024-11-25,delivered
PO-0219,SUP-002,MAT-005,133,94.81,12609.73,2024-11-19,2024-12-10,2024-12-11,delivered
PO-1184,SUP-008,MAT-023,872,6.19,5397.68,2024-11-20,2024-11-25,2024-11-26,delivered
PO-0665,SUP-004,MAT-013,84,74.05,6220.2,2024-11-20,2024-11-27,2024-11-27,delivered
PO-0495,SUP-003,MAT-008,134,33.08,4432.72,2024-11-22,2024-12-02,2024-12-02,delivered
PO-0121,SUP-001,MAT-002,44,743.58,32717.52,2024-11-22,2024-12-06,2024-12-06,delivered
PO-1078,SUP-008,MAT-025,1203,2.05,2466.15,2024-11-25,2024-11-29,2024-11-29,delivered
PO-0027,SUP-001,MAT-002,46,705.68,32461.28,2024-11-25,2024-12-09,2024-12-09,delivered
PO-0149,SUP-001,MAT-003,32,460.96,14750.72,2024-11-25,2024-12-09,2024-12-09,delivered
PO-0417,SUP-003,MAT-008,181,31.68,5734.08,2024-11-25,2024-12-05,2024-12-05,delivered
PO-0239,SUP-002,MAT-006,109,74.4,8109.6,2024-11-25,2024-12-16,2024-12-17,delivered
PO-0710,SUP-005,MAT-014,1848,4.58,8463.84,2024-11-25,2024-12-02,2024-12-03,delivered
PO-0937,SUP-007,MAT-021,166,28.36,4707.76,2024-11-25,2024-12-03,2024-12-03,delivered
PO-0475,SUP-003,MAT-009,94,26.9,2528.6,2024-11-25,2024-12-05,2024-12-05,delivered
PO-0348,SUP-002,MAT-005,146,98.1,14322.6,2024-11-26,2024-12-17,2024-12-17,delivered
PO-0174,SUP-001,MAT-003,33,503.89,16628.37,2024-11-26,2024-12-10,2024-12-11,delivered
PO-1163,SUP-008,MAT-023,369,6.25,2306.25,2024-11-26,2024-12-02,2024-12-03,delivered
PO-0382,SUP-003,MAT-010,307,17.41,5344.87,2024-11-27,2024-12-09,2024-12-09,delivered
PO-1034,SUP-008,MAT-023,593,6.43,3812.99,2024-11-27,2024-12-02,2024-12-02,delivered
PO-0403,SUP-003,MAT-008,224,31.27,7004.48,2024-11-28,2024-12-09,2024-12-09,delivered
PO-0194,SUP-002,MAT-006,77,75.32,5799.64,2024-11-28,2024-12-19,2024-12-19,delivered
PO-0267,SUP-002,MAT-006,81,77.17,6250.77,2024-11-29,2024-12-20,2024-12-20,delivered
PO-0302,SUP-002,MAT-006,121,74.3,8990.3,2024-12-02,2024-12-23,2024-12-24,delivered
PO-0186,SUP-001,MAT-001,37,886.58,32803.46,2024-12-02,2024-12-16,2024-12-17,delivered
PO-0705,SUP-005,MAT-017,765,3.32,2539.8,2024-12-02,2024-12-09,2024-12-10,delivered
PO-0333,SUP-002,MAT-006,113,76.73,8670.49,2024-12-02,2024-12-23,2024-12-24,delivered
PO-0590,SUP-004,MAT-012,49,206.13,10100.37,2024-12-02,2024-12-09,2024-12-09,delivered
PO-0414,SUP-003,MAT-010,277,18.67,5171.59,2024-12-02,2024-12-12,2024-12-12,delivered
PO-0668,SUP-004,MAT-011,57,142.58,8127.06,2024-12-02,2024-12-09,2024-12-16,delivered
PO-0986,SUP-007,MAT-022,162,18.53,3001.86,2024-12-02,2024-12-10,2024-12-10,delivered
PO-0304,SUP-002,MAT-007,180,66.72,12009.6,2024-12-03,2024-12-24,2024-12-25,delivered
PO-0707,SUP-005,MAT-015,580,11.98,6948.4,2024-12-03,2024-12-09,2024-12-10,delivered
PO-0755,SUP-005,MAT-016,172,7.96,1369.12,2024-12-03,2024-12-09,2024-12-10,delivered
PO-0573,SUP-004,MAT-011,49,141.04,6910.96,2024-12-04,2024-12-11,2024-12-13,delivered
PO-0106,SUP-001,MAT-003,34,503.49,17118.66,2024-12-06,2024-12-20,2024-12-23,delivered
PO-1027,SUP-008,MAT-025,1221,2.09,2551.89,2024-12-06,2024-12-10,2024-12-10,delivered
PO-0293,SUP-002,MAT-007,110,65.9,7249.0,2024-12-06,2024-12-27,2024-12-30,delivered
PO-0386,SUP-003,MAT-008,223,33.14,7390.22,2024-12-09,2024-12-19,2024-12-20,delivered
PO-0274,SUP-002,MAT-006,141,79.04,11144.64,2024-12-09,2024-12-30,2024-12-30,delivered
PO-0243,SUP-002,MAT-005,181,93.78,16974.18,2024-12-09,2024-12-30,2024-12-30,delivered
PO-0380,SUP-003,MAT-010,330,17.58,5801.4,2024-12-09,2024-12-19,2024-12-20,delivered
PO-0440,SUP-003,MAT-010,301,17.48,5261.48,2024-12-10,2024-12-20,2024-12-23,delivered
PO-1000,SUP-007,MAT-022,89,17.93,1595.77,2024-12-10,2024-12-18,2024-12-18,delivered
PO-0458,SUP-003,MAT-010,294,17.59,5171.46,2024-12-10,2024-12-20,2024-12-23,delivered
PO-0175,SUP-001,MAT-001,43,826.43,35536.49,2024-12-11,2024-12-25,2024-12-26,delivered
PO-0105,SUP-001,MAT-001,49,880.79,43158.71,2024-12-11,2024-12-25,2024-12-25,delivered
PO-1097,SUP-008,MAT-023,629,6.6,4151.4,2024-12-12,2024-12-16,2024-12-16,delivered
PO-1128,SUP-008,MAT-023,801,6.28,5030.28,2024-12-13,2024-12-17,2024-12-17,delivered
PO-0341,SUP-002,MAT-005,151,95.04,14351.04,2024-12-16,2025-01-06,2025-01-06,delivered
PO-1144,SUP-008,MAT-025,1478,1.98,2926.44,2024-12-16,2024-12-20,2024-12-20,delivered
PO-0280,SUP-002,MAT-005,193,97.23,18765.39,2024-12-16,2025-01-06,2025-01-06,delivered
PO-0945,SUP-007,MAT-022,113,18.64,2106.32,2024-12-16,2024-12-24,2024-12-25,delivered
PO-0763,SUP-005,MAT-017,779,3.2,2492.8,2024-12-16,2024-12-23,2024-12-24,delivered
PO-0711,SUP-005,MAT-016,131,8.02,1050.62,2024-12-16,2024-12-23,2024-12-23,delivered
PO-0192,SUP-001,MAT-004,207,44.27,9163.89,2024-12-16,2024-12-30,2024-12-30,delivered
PO-0052,SUP-001,MAT-002,43,718.51,30895.93,2024-12-16,2024-12-30,2024-12-31,delivered
PO-0655,SUP-004,MAT-011,67,137.45,9209.15,2024-12-16,2024-12-23,2024-12-30,delivered
PO-1080,SUP-008,MAT-024,116,15.46,1793.36,2024-12-16,2024-12-20,2024-12-23,delivered
PO-1076,SUP-008,MAT-025,952,1.96,1865.92,2024-12-16,2024-12-20,2024-12-20,delivered
PO-0653,SUP-004,MAT-013,81,80.25,6500.25,2024-12-18,2024-12-25,2024-12-27,delivered
PO-0559,SUP-004,MAT-012,65,212.09,13785.85,2024-12-18,2024-12-25,2024-12-25,delivered
PO-0497,SUP-003,MAT-009,202,26.82,5417.64,2024-12-18,2024-12-30,2024-12-30,delivered
PO-0536,SUP-004,MAT-013,70,74.23,5196.1,2024-12-19,2024-12-26,2024-12-27,delivered
PO-0782,SUP-005,MAT-017,892,3.35,2988.2,2024-12-19,2024-12-24,2024-12-25,delivered
PO-0809,SUP-005,MAT-016,174,7.79,1355.46,2024-12-20,2024-12-25,2024-12-25,delivered
PO-1026,SUP-008,MAT-025,1482,1.9,2815.8,2024-12-23,2024-12-27,2024-12-27,delivered
PO-0552,SUP-004,MAT-012,60,205.17,12310.2,2024-12-23,2024-12-30,2025-01-13,delivered
PO-0081,SUP-001,MAT-004,176,47.23,8312.48,2024-12-23,2025-01-06,2025-01-13,delivered
PO-0865,SUP-006,MAT-019,61,43.98,2682.78,2024-12-23,2025-01-10,2025-01-13,delivered
PO-0234,SUP-002,MAT-006,120,76.75,9210.0,2024-12-23,2025-01-13,2025-01-14,delivered
PO-0568,SUP-004,MAT-012,31,217.9,6754.9,2024-12-23,2024-12-30,2024-12-30,delivered
PO-1063,SUP-008,MAT-025,1306,2.01,2625.06,2024-12-24,2024-12-30,2024-12-31,delivered
PO-0336,SUP-002,MAT-006,93,76.75,7137.75,2024-12-24,2025-01-14,2025-01-15,delivered
PO-0114,SUP-001,MAT-002,68,741.44,50417.92,2024-12-25,2025-01-08,2025-01-08,delivered
PO-0242,SUP-002,MAT-007,107,67.65,7238.55,2024-12-25,2025-01-15,2025-01-16,delivered
PO-0411,SUP-003,MAT-008,222,33.36,7405.92,2024-12-26,2025-01-06,2025-01-17,delivered
PO-1090,SUP-008,MAT-023,561,6.64,3725.04,2024-12-26,2024-12-30,2024-12-31,delivered
PO-0857,SUP-006,MAT-019,52,42.9,2230.8,2024-12-26,2025-01-13,2025-01-20,delivered
PO-0700,SUP-005,MAT-017,916,3.28,3004.48,2024-12-26,2024-12-31,2024-12-31,delivered
PO-0427,SUP-003,MAT-010,181,17.19,3111.39,2024-12-27,2025-01-06,2025-01-07,delivered
PO-1115,SUP-008,MAT-023,558,6.7,3738.6,2024-12-27,2024-12-31,2024-12-31,delivered
PO-0572,SUP-004,MAT-012,40,208.88,8355.2,2024-12-27,2025-01-03,2025-01-06,delivered
PO-0466,SUP-003,MAT-008,207,31.92,6607.44,2024-12-30,2025-01-09,2025-01-09,delivered
PO-0976,SUP-007,MAT-021,194,29.21,5666.74,2024-12-30,2025-01-07,2025-01-08,delivered
PO-0813,SUP-005,MAT-016,156,7.74,1207.44,2024-12-30,2025-01-06,2025-01-06,delivered
PO-0026,SUP-001,MAT-004,294,46.28,13606.32,2024-12-30,2025-01-13,2025-01-13,delivered
PO-0024,SUP-001,MAT-004,239,45.75,10934.25,2024-12-30,2025-01-13,2025-01-13,delivered
PO-0493,SUP-003,MAT-008,204,33.09,6750.36,2024-12-30,2025-01-09,2025-01-10,delivered
PO-1185,SUP-008,MAT-023,519,6.4,3321.6,2024-12-30,2025-01-03,2025-01-06,delivered
PO-0886,SUP-006,MAT-019,46,40.3,1853.8,2024-12-31,2025-01-20,2025-01-20,delivered
PO-0319,SUP-002,MAT-007,116,64.83,7520.28,2024-12-31,2025-01-21,2025-01-21,delivered
PO-0283,SUP-002,MAT-005,141,91.24,12864.84,2024-12-31,2025-01-21,2025-01-21,delivered
PO-0193,SUP-002,MAT-007,138,67.12,9262.56,2024-12-31,2025-01-21,2025-01-22,delivered
PO-0539,SUP-004,MAT-011,25,136.37,3409.25,2025-01-01,2025-01-08,2025-01-09,delivered
PO-0736,SUP-005,MAT-015,467,11.91,5561.97,2025-01-01,2025-01-06,2025-01-06,delivered
PO-0111,SUP-001,MAT-004,254,44.01,11178.54,2025-01-01,2025-01-15,2025-01-16,delivered
PO-0481,SUP-003,MAT-008,253,30.81,7794.93,2025-01-01,2025-01-13,2025-01-13,delivered
PO-0227,SUP-002,MAT-007,119,62.18,7399.42,2025-01-01,2025-01-22,,in_transit
PO-0564,SUP-004,MAT-011,46,148.16,6815.36,2025-01-01,2025-01-08,,in_transit
PO-1023,SUP-008,MAT-023,699,6.82,4767.18,2025-01-02,2025-01-06,,in_transit
PO-0534,SUP-004,MAT-013,66,77.71,5128.86,2025-01-02,2025-01-09,2025-01-13,delivered
PO-0496,SUP-003,MAT-008,183,31.06,5683.98,2025-01-06,2025-01-16,2025-01-16,delivered
PO-1035,SUP-008,MAT-025,1250,1.96,2450.0,2025-01-06,2025-01-10,2025-01-13,delivered
PO-0204,SUP-002,MAT-006,79,76.06,6008.74,2025-01-06,2025-01-27,2025-01-27,delivered
PO-0140,SUP-001,MAT-001,45,842.45,37910.25,2025-01-06,2025-01-20,2025-01-20,delivered
PO-0166,SUP-001,MAT-003,31,496.15,15380.65,2025-01-07,2025-01-21,,in_transit
PO-1019,SUP-008,MAT-023,482,6.29,3031.78,2025-01-07,2025-01-13,2025-01-14,delivered
PO-0037,SUP-001,MAT-003,28,476.62,13345.36,2025-01-08,2025-01-22,2025-01-22,delivered
PO-0811,SUP-005,MAT-014,1886,4.43,8354.98,2025-01-08,2025-01-13,2025-01-13,delivered
PO-0837,SUP-006,MAT-019,57,40.49,2307.93,2025-01-08,2025-01-27,,in_transit
PO-0718,SUP-005,MAT-015,581,11.84,6879.04,2025-01-08,2025-01-13,,in_transit
PO-0747,SUP-005,MAT-017,842,3.32,2795.44,2025-01-08,2025-01-13,2025-01-14,delivered
PO-1158,SUP-008,MAT-024,164,15.16,2486.24,2025-01-09,2025-01-13,2025-01-13,delivered
PO-0968,SUP-007,MAT-022,149,17.29,2576.21,2025-01-10,2025-01-20,2025-01-20,delivered
PO-1071,SUP-008,MAT-024,178,15.52,2762.56,2025-01-10,2025-01-14,2025-01-14,delivered
PO-0871,SUP-006,MAT-019,58,40.2,2331.6,2025-01-13,2025-01-31,,in_transit
PO-0271,SUP-002,MAT-005,170,90.41,15369.7,2025-01-13,2025-02-03,,in_transit
PO-0867,SUP-006,MAT-019,39,41.61,1622.79,2025-01-13,2025-01-31,2025-01-31,delivered
PO-1031,SUP-008,MAT-023,757,6.62,5011.34,2025-01-13,2025-01-17,2025-01-20,delivered
PO-0923,SUP-007,MAT-020,231,21.17,4890.27,2025-01-13,2025-01-21,2025-01-22,delivered
PO-0587,SUP-004,MAT-013,78,80.49,6278.22,2025-01-13,2025-01-20,2025-01-22,delivered
PO-0231,SUP-002,MAT-005,138,97.53,13459.14,2025-01-13,2025-02-03,2025-02-03,delivered
PO-0512,SUP-004,MAT-012,37,205.26,7594.62,2025-01-13,2025-01-20,2025-02-07,delivered
PO-0838,SUP-006,MAT-018,87,53.01,4611.87,2025-01-14,2025-02-03,2025-02-03,delivered
PO-1053,SUP-008,MAT-023,652,6.4,4172.8,2025-01-14,2025-01-20,,in_transit
PO-0097,SUP-001,MAT-004,311,47.18,14672.98,2025-01-14,2025-01-28,,in_transit
PO-1084,SUP-008,MAT-024,128,15.24,1950.72,2025-01-15,2025-01-20,,in_transit
PO-1137,SUP-008,MAT-024,171,15.68,2681.28,2025-01-16,2025-01-20,,in_transit
PO-0220,SUP-002,MAT-007,87,64.64,5623.68,2025-01-16,2025-02-06,,in_transit
PO-0689,SUP-005,MAT-014,1058,4.52,4782.16,2025-01-16,2025-01-21,2025-01-21,delivered
PO-0122,SUP-001,MAT-002,63,730.56,46025.28,2025-01-17,2025-01-31,2025-01-31,delivered
PO-0577,SUP-004,MAT-013,57,78.56,4477.92,2025-01-17,2025-01-24,2025-01-27,delivered
PO-0626,SUP-004,MAT-013,68,78.82,5359.76,2025-01-17,2025-01-24,2025-01-27,delivered
PO-1180,SUP-008,MAT-025,1018,1.97,2005.46,2025-01-20,2025-01-24,2025-01-27,delivered
PO-1106,SUP-008,MAT-025,1469,2.0,2938.0,2025-01-20,2025-01-24,,in_transit
PO-0987,SUP-007,MAT-022,141,18.19,2564.79,2025-01-20,2025-01-28,,in_transit
PO-0096,SUP-001,MAT-004,282,43.78,12345.96,2025-01-20,2025-02-03,2025-02-04,delivered
PO-0750,SUP-005,MAT-014,1757,4.36,7660.52,2025-01-20,2025-01-27,,in_transit
PO-1193,SUP-008,MAT-025,1489,2.05,3052.45,2025-01-20,2025-01-24,,in_transit
PO-0894,SUP-007,MAT-020,150,23.06,3459.0,2025-01-20,2025-01-28,,in_transit
PO-0157,SUP-001,MAT-001,42,810.28,34031.76,2025-01-20,2025-02-03,2025-02-04,delivered
PO-0338,SUP-002,MAT-007,108,62.21,6718.68,2025-01-20,2025-02-10,2025-02-10,delivered
PO-0208,SUP-002,MAT-006,138,81.63,11264.94,2025-01-20,2025-02-10,2025-02-11,delivered
PO-0158,SUP-001,MAT-002,69,731.26,50456.94,2025-01-21,2025-02-04,2025-02-07,delivered
PO-1004,SUP-007,MAT-021,165,27.04,4461.6,2025-01-21,2025-01-29,2025-01-29,delivered
PO-0991,SUP-007,MAT-020,220,22.43,4934.6,2025-01-23,2025-01-31,2025-01-31,delivered
PO-0819,SUP-006,MAT-019,68,41.27,2806.36,2025-01-23,2025-02-10,,in_transit
PO-0080,SUP-001,MAT-002,48,712.02,34176.96,2025-01-23,2025-02-06,,in_transit
PO-0075,SUP-001,MAT-004,199,42.85,8527.15,2025-01-23,2025-02-06,2025-02-06,delivered
PO-0335,SUP-002,MAT-007,142,67.63,9603.46,2025-01-24,2025-02-14,,in_transit
PO-0773,SUP-005,MAT-014,1659,4.69,7780.71,2025-01-24,2025-01-29,,pending
PO-0999,SUP-007,MAT-022,113,17.33,1958.29,2025-01-24,2025-02-03,,pending
PO-0312,SUP-002,MAT-006,98,79.72,7812.56,2025-01-27,2025-02-17,,pending
PO-0369,SUP-003,MAT-008,203,31.67,6429.01,2025-01-27,2025-02-06,,in_transit
PO-0071,SUP-001,MAT-001,35,883.02,30905.7,2025-01-27,2025-02-10,,in_transit
PO-1125,SUP-008,MAT-025,1125,1.96,2205.0,2025-01-27,2025-01-31,,pending
PO-0393,SUP-003,MAT-010,340,17.55,5967.0,2025-01-27,2025-02-06,,in_transit
PO-0405,SUP-003,MAT-008,226,33.42,7552.92,2025-01-27,2025-02-06,,in_transit
PO-0180,SUP-001,MAT-004,224,44.0,9856.0,2025-01-27,2025-02-10,,in_transit
PO-1040,SUP-008,MAT-024,203,14.68,2980.04,2025-01-27,2025-01-31,,pending
PO-0499,SUP-003,MAT-008,208,32.99,6861.92,2025-01-28,2025-02-07,,pending
